Date : 2024-03-31 14:47:50
Directory : c:\Users\where\Documents\github\code
Total : 3919 files,  405141 codes, 14593 comments, 298832 blanks, all 718566 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c372\q3\t3 copy.py                                                                                      | Python             |         38 |         14 |          5 |         57 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c372\q3\t3.py                                                                                           | Python             |         19 |          1 |          6 |         26 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c372\q4\t4 copy.py                                                                                      | Python             |         82 |          4 |         18 |        104 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c372\q4\t4.py                                                                                           | Python             |         38 |          3 |         12 |         53 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c373\q1\t1.py                                                                                           | Python             |         27 |          1 |          8 |         36 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c373\q2\t2.py                                                                                           | Python             |         26 |          1 |          9 |         36 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c373\q3\t3.py                                                                                           | Python             |         50 |          0 |         10 |         60 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c373\q4\t4 copy 2.py                                                                                    | Python             |         35 |         13 |         10 |         58 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c373\q4\t4 copy.py                                                                                      | Python             |         33 |          3 |         12 |         48 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c373\q4\t4.py                                                                                           | Python             |         42 |          6 |         11 |         59 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q1\t1.py                                                                                           | Python             |         16 |          0 |          9 |         25 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q2\t2.py                                                                                           | Python             |         27 |          0 |          6 |         33 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q3\t3 copy 2.py                                                                                    | Python             |         44 |          4 |          9 |         57 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q3\t3 copy.py                                                                                      | Python             |         41 |          2 |          8 |         51 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q3\t3.py                                                                                           | Python             |         45 |         16 |         10 |         71 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q4\t4 copy 2.py                                                                                    | Python             |         78 |          3 |         19 |        100 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q4\t4 copy 3.py                                                                                    | Python             |         58 |          3 |         16 |         77 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q4\t4 copy.py                                                                                      | Python             |         52 |          3 |         12 |         67 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c374\q4\t4.py                                                                                           | Python             |         51 |          0 |         13 |         64 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c375\q1\t1.py                                                                                           | Python             |         14 |          0 |          9 |         23 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c375\q2\t2.py                                                                                           | Python             |         24 |          2 |          7 |         33 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c375\q3\t3.py                                                                                           | Python             |         24 |          4 |          7 |         35 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c375\q4\t4 copy 2.py                                                                                    | Python             |         46 |          3 |         14 |         63 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c375\q4\t4 copy.py                                                                                      | Python             |         46 |          3 |          9 |         58 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c375\q4\t4.py                                                                                           | Python             |         45 |          3 |          9 |         57 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c376\q1\t1.py                                                                                           | Python             |         26 |          0 |          9 |         35 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c376\q2\t2.py                                                                                           | Python             |         21 |          0 |          6 |         27 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c376\q3\t3.py                                                                                           | Python             |         47 |          2 |          9 |         58 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c376\q4\t4.py                                                                                           | Python             |         42 |          3 |          6 |         51 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c377\q1\t1.py                                                                                           | Python             |         21 |          0 |          9 |         30 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c377\q2\t2.py                                                                                           | Python             |         35 |          1 |          9 |         45 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c377\q3\t3.py                                                                                           | Python             |         37 |          0 |          6 |         43 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c377\q4\t4.py                                                                                           | Python             |         51 |          4 |         11 |         66 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c378\q1\t1.py                                                                                           | Python             |         15 |          0 |          9 |         24 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c378\q2\t2.py                                                                                           | Python             |         12 |          0 |          7 |         19 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c378\q3\t3 copy.py                                                                                      | Python             |         43 |          4 |         13 |         60 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c378\q3\t3.py                                                                                           | Python             |         33 |          2 |          9 |         44 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c378\q4\t4 copy.py                                                                                      | Python             |         99 |          6 |         20 |        125 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c378\q4\t4.py                                                                                           | Python             |        122 |          7 |         21 |        150 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c378\q4\t4other.py                                                                                      | Python             |         55 |          6 |         17 |         78 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c380\q1\t1.py                                                                                           | Python             |         18 |          0 |          9 |         27 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c380\q2\t2.py                                                                                           | Python             |         25 |          1 |          6 |         32 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c380\q3\t3.py                                                                                           | Python             |         34 |          1 |          8 |         43 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c380\q4\t4 copy 2.py                                                                                    | Python             |         47 |          6 |         15 |         68 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c380\q4\t4 copy.py                                                                                      | Python             |         25 |          3 |         12 |         40 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c380\q4\t4.py                                                                                           | Python             |         47 |          6 |         15 |         68 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c381\q1\t1.py                                                                                           | Python             |         24 |          1 |          8 |         33 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c381\q2\t2.py                                                                                           | Python             |         39 |          0 |          6 |         45 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c381\q3\t3.py                                                                                           | Python             |         12 |          0 |          7 |         19 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c381\q4\t4.py                                                                                           | Python             |         52 |          8 |         12 |         72 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c382\q1\t1.py                                                                                           | Python             |         20 |          0 |          8 |         28 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c382\q2\t2.py                                                                                           | Python             |         27 |          1 |          9 |         37 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c382\q3\t3.py                                                                                           | Python             |         19 |          0 |          7 |         26 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c382\q4\t4 copy 2.py                                                                                    | Python             |         29 |          1 |          7 |         37 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c382\q4\t4 copy.py                                                                                      | Python             |         25 |          0 |          7 |         32 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c382\q4\t4.py                                                                                           | Python             |         77 |          2 |          8 |         87 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c385\q1\t1.py                                                                                           | Python             |         15 |          0 |          9 |         24 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c385\q2\t2.py                                                                                           | Python             |         23 |          1 |          7 |         31 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c385\q3\t3.py                                                                                           | Python             |         41 |          1 |         10 |         52 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c385\q4\t4 copy.py                                                                                      | Python             |         34 |          1 |         10 |         45 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c385\q4\t4.py                                                                                           | Python             |         45 |          1 |          8 |         54 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c386\q1\t1.py                                                                                           | Python             |         14 |          0 |          9 |         23 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c386\q2\t2.py                                                                                           | Python             |         28 |          3 |          6 |         37 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c386\q3\t3.py                                                                                           | Python             |         42 |          4 |         12 |         58 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c386\q4\t4.py                                                                                           | Python             |         39 |          2 |         12 |         53 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c387\q1\t1.py                                                                                           | Python             |         23 |          0 |          9 |         32 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c387\q2\t2.py                                                                                           | Python             |         32 |          1 |          8 |         41 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c387\q3\t3.py                                                                                           | Python             |         35 |          1 |          5 |         41 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c387\q4\t4.py                                                                                           | Python             |         30 |          0 |          8 |         38 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c388\q1\t1.py                                                                                           | Python             |         23 |          0 |          9 |         32 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c388\q2\t2.py                                                                                           | Python             |         19 |          0 |          7 |         26 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c388\q3\t3.py                                                                                           | Python             |         39 |          3 |          7 |         49 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c388\q4\t4 copy.py                                                                                      | Python             |         26 |          2 |          9 |         37 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c388\q4\t4.py                                                                                           | Python             |         43 |          2 |         10 |         55 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c389\q1\t1.py                                                                                           | Python             |         20 |          0 |          9 |         29 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c389\q2\t2.py                                                                                           | Python             |         16 |          0 |          7 |         23 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c389\q3\t3.py                                                                                           | Python             |         37 |          0 |          8 |         45 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c389\q4\t4 copy.py                                                                                      | Python             |         55 |          7 |          9 |         71 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c389\q4\t4.py                                                                                           | Python             |         38 |          0 |          8 |         46 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c390\q1\t1.py                                                                                           | Python             |         24 |          0 |          9 |         33 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c390\q2\t2.py                                                                                           | Python             |         23 |          0 |          6 |         29 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c390\q3\t3 copy.py                                                                                      | Python             |         27 |          0 |         10 |         37 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c390\q3\t3.py                                                                                           | Python             |         60 |          6 |         20 |         86 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c390\q4\t4.py                                                                                           | Python             |         38 |          0 |          7 |         45 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c391\q1\t1.py                                                                                           | Python             |         16 |          0 |          8 |         24 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c391\q2\t2.py                                                                                           | Python             |         20 |          1 |          7 |         28 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c391\q3\t3.py                                                                                           | Python             |         26 |          0 |          7 |         33 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c391\q4\t4 copy 2.py                                                                                    | Python             |         36 |          4 |         15 |         55 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c391\q4\t4 copy 3.py                                                                                    | Python             |         26 |          2 |         15 |         43 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c391\q4\t4 copy.py                                                                                      | Python             |         36 |          2 |         14 |         52 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\c391\q4\t4.py                                                                                           | Python             |         41 |          0 |         12 |         53 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d112\q1\t1.py                                                                                           | Python             |         21 |          0 |          9 |         30 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d112\q2\t2 copy.py                                                                                      | Python             |         12 |          0 |          6 |         18 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d112\q2\t2.py                                                                                           | Python             |         20 |          1 |          6 |         27 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d112\q3\t3.py                                                                                           | Python             |         26 |          2 |          6 |         34 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d112\q4\t4.py                                                                                           | Python             |         39 |          2 |          7 |         48 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d113\q1\t1.py                                                                                           | Python             |         23 |          0 |          9 |         32 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d113\q2\t2.py                                                                                           | Python             |         20 |          0 |          6 |         26 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d113\q3\t3.py                                                                                           | Python             |         19 |          0 |          7 |         26 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d113\q4\t4.py                                                                                           | Python             |         41 |          0 |          8 |         49 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d114\q1\t1.py                                                                                           | Python             |         21 |          0 |          9 |         30 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d114\q2\t2.py                                                                                           | Python             |         19 |          0 |          6 |         25 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d114\q3\t3.py                                                                                           | Python             |         33 |          1 |          8 |         42 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d114\q4\t4.py                                                                                           | Python             |         26 |          4 |          8 |         38 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d115\q1\t1.py                                                                                           | Python             |         26 |          0 |          9 |         35 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d115\q2\t2.py                                                                                           | Python             |         17 |          0 |          6 |         23 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d115\q3\t3.py                                                                                           | Python             |         39 |          1 |          9 |         49 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d115\q4\t4 copy 2.py                                                                                    | Python             |         25 |          5 |          8 |         38 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d115\q4\t4 copy 3.py                                                                                    | Python             |         27 |          2 |         11 |         40 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d115\q4\t4 copy 4.py                                                                                    | Python             |         26 |          1 |         10 |         37 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d115\q4\t4 copy.py                                                                                      | Python             |         30 |          0 |          8 |         38 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d115\q4\t4.py                                                                                           | Python             |         29 |          2 |          8 |         39 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q1\t1.py                                                                                           | Python             |         20 |          1 |          9 |         30 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q2\t2.py                                                                                           | Python             |         16 |          0 |          6 |         22 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q3\t3.py                                                                                           | Python             |         19 |          3 |          7 |         29 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q4\t4 copy 2.py                                                                                    | Python             |        100 |         15 |         26 |        141 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q4\t4 copy 3.py                                                                                    | Python             |        149 |         13 |         40 |        202 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q4\t4 copy 4.py                                                                                    | Python             |        155 |         14 |         41 |        210 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q4\t4 copy 5.py                                                                                    | Python             |         45 |          8 |         14 |         67 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q4\t4 copy 6.py                                                                                    | Python             |        100 |          8 |         18 |        126 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q4\t4 copy.py                                                                                      | Python             |         30 |          3 |          6 |         39 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d116\q4\t4.py                                                                                           | Python             |        105 |         12 |         22 |        139 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d117\q1\t1.py                                                                                           | Python             |         14 |          0 |          9 |         23 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d117\q2\t2.py                                                                                           | Python             |         23 |          2 |          6 |         31 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d117\q3\t3.py                                                                                           | Python             |         38 |          0 |          7 |         45 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d117\q4\t4.py                                                                                           | Python             |         24 |          0 |          8 |         32 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d118\q1\t1.py                                                                                           | Python             |         15 |          0 |          9 |         24 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d118\q2\t2.py                                                                                           | Python             |         32 |          2 |          9 |         43 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d118\q3\t3.py                                                                                           | Python             |         24 |          1 |          6 |         31 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d118\q4\t4 copy 2.py                                                                                    | Python             |         28 |          1 |          8 |         37 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d118\q4\t4 copy.py                                                                                      | Python             |         22 |          0 |          8 |         30 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d118\q4\t4.other.py                                                                                     | Python             |         25 |          6 |         11 |         42 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d118\q4\t4.py                                                                                           | Python             |         28 |          0 |          8 |         36 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d119\q1\t1.py                                                                                           | Python             |         17 |          0 |          8 |         25 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d119\q2\t2.py                                                                                           | Python             |         20 |          0 |          7 |         27 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d119\q3\t3.py                                                                                           | Python             |         22 |          0 |          7 |         29 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d119\q4\t4 copy.py                                                                                      | Python             |         52 |         11 |         12 |         75 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d119\q4\t4.other copy.py                                                                                | Python             |         44 |          0 |          7 |         51 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d119\q4\t4.other.py                                                                                     | Python             |         46 |          1 |         14 |         61 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d119\q4\t4.py                                                                                           | Python             |         60 |         32 |         10 |        102 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d120\q1\t1.py                                                                                           | Python             |         29 |          0 |          9 |         38 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d120\q2\t2.py                                                                                           | Python             |         21 |          0 |          7 |         28 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d120\q3\t3.py                                                                                           | Python             |         34 |          2 |          7 |         43 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d120\q4\t4.py                                                                                           | Python             |         50 |          1 |         13 |         64 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d122\q1\t1.py                                                                                           | Python             |         17 |          0 |          9 |         26 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d122\q2\t2.py                                                                                           | Python             |         30 |          2 |          8 |         40 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d122\q3\t3.py                                                                                           | Python             |         22 |          1 |          7 |         30 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d122\q4\t4.py                                                                                           | Python             |         43 |          2 |          9 |         54 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d124\q1\t1.py                                                                                           | Python             |         22 |          0 |          9 |         31 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d124\q2\t2.py                                                                                           | Python             |         27 |          0 |          8 |         35 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d124\q3\t3.py                                                                                           | Python             |         30 |          0 |          8 |         38 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d124\q4\t4.py                                                                                           | Python             |         37 |          0 |         10 |         47 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d125\q1\t1.py                                                                                           | Python             |         14 |          0 |          9 |         23 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d125\q2\t2.py                                                                                           | Python             |         23 |          0 |          7 |         30 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d125\q3\t3.py                                                                                           | Python             |         33 |          1 |          9 |         43 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d125\q4\t4.py                                                                                           | Python             |         23 |          0 |         10 |         33 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d126\q1\t1.py                                                                                           | Python             |         19 |          0 |          9 |         28 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d126\q2\t2.py                                                                                           | Python             |         30 |          0 |          8 |         38 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d126\q3\t3 copy.py                                                                                      | Python             |         35 |          1 |          7 |         43 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d126\q3\t3.py                                                                                           | Python             |         36 |          2 |          6 |         44 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d126\q4\t4.py                                                                                           | Python             |         24 |          3 |          8 |         35 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d127\q1\t1.py                                                                                           | Python             |         23 |          1 |         10 |         34 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d127\q2\t2.py                                                                                           | Python             |         24 |          1 |          5 |         30 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d127\q3\t3 copy.py                                                                                      | Python             |         47 |          1 |          9 |         57 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d127\q3\t3.py                                                                                           | Python             |         51 |          0 |          8 |         59 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d127\q4\t4 copy.py                                                                                      | Python             |         27 |          2 |         11 |         40 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\d127\q4\t4.py                                                                                           | Python             |         31 |          3 |         11 |         45 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\template\q1\t1.py                                                                                       | Python             |         14 |          0 |          9 |         23 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\template\q2\t2.py                                                                                       | Python             |         12 |          0 |          7 |         19 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\template\q3\t3.py                                                                                       | Python             |         12 |          0 |          7 |         19 |
| c:\Users\where\Documents\github\code\contest\00000c361d112\template\q4\t4.py                                                                                       | Python             |         12 |          0 |          8 |         20 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-balanced-subsequence-sum\Fenwich.py                                                           | Python             |         33 |          0 |         14 |         47 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-balanced-subsequence-sum\otVersion.py                                                         | Python             |         91 |          6 |         19 |        116 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-balanced-subsequence-sum\others.py                                                            | Python             |         61 |          8 |         10 |         79 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-balanced-subsequence-sum\otversion2.py                                                        | Python             |         91 |          6 |         20 |        117 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-balanced-subsequence-sum\segTreeWithoutLazy.py                                                | Python             |         71 |          7 |         15 |         93 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-balanced-subsequence-sum\sortedlistVersion.py                                                 | Python             |         31 |          1 |          8 |         40 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-balanced-subsequence-sum\testInput.py                                                         | Python             |          1 |          0 |          0 |          1 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-sum-queries\q2736UsingDynamicNode.py                                                          | Python             |        101 |          9 |         16 |        126 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-sum-queries\q2736usingSeg.py                                                                  | Python             |         84 |          8 |         11 |        103 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\maximum-sum-queries\testInput.py                                                                      | Python             |          3 |          0 |          0 |          3 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\subarrays-distinct-element-sum-of-squares-ii\bitVersion.py                                            | Python             |         68 |          0 |          7 |         75 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\subarrays-distinct-element-sum-of-squares-ii\moveSegTreeToFunction.py                                 | Python             |         95 |          2 |         14 |        111 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\subarrays-distinct-element-sum-of-squares-ii\otherST.py                                               | Python             |        103 |          8 |         18 |        129 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\subarrays-distinct-element-sum-of-squares-ii\otversion.py                                             | Python             |         99 |         11 |         22 |        132 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\subarrays-distinct-element-sum-of-squares-ii\otversionTryFix.py                                       | Python             |        100 |         12 |         23 |        135 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\subarrays-distinct-element-sum-of-squares-ii\testInput.py                                             | Python             |          1 |          0 |          0 |          1 |
| c:\Users\where\Documents\github\code\contest\OTField\segTree\subarrays-distinct-element-sum-of-squares-ii\testInput2.py                                            | Python             |          1 |          0 |          0 |          1 |
